-0.10004287 -0.16871607 -0.03578744 2.5
-0.06392122 -0.16337156 0.00139911 2.5
-0.03113486 -0.15733543 0.01190697 2.5
-0.01439568 -0.15158531 0.01492475 2.5
-0.00419662 -0.14618915 0.01600463 2.5
0.00111173 -0.14196946 0.01633602 2.5
0.00448796 -0.13698957 0.01617827 2.5
0.00646429 -0.13226364 0.01597022 2.5
0.00759072 -0.12767862 0.01566991 2.5
0.00814883 -0.1233096 0.01537565 2.5
0.00840314 -0.11908192 0.01508394 2.5
0.00845684 -0.1149939 0.01478016 2.5
0.00840278 -0.11104495 0.01448371 2.5
0.00827049 -0.1072321 0.01418495 2.5
0.00813064 -0.10354413 0.0138908 2.5
0.00797428 -0.099973 0.01357967 2.5
0.00782051 -0.09650678 0.01326518 2.5
0.00768265 -0.09318286 0.01295091 2.5
0.00756377 -0.08996143 0.01264299 2.5
0.00738784 -0.08691047 0.01241051 2.5
0.00726333 -0.08394159 0.01213077 2.5
0.00715076 -0.08105365 0.0118693 2.5
0.00713559 -0.07832319 0.01171546 2.5
0.00701141 -0.07556298 0.01147719 2.5
0.00694402 -0.0728276 0.01122589 2.5
0.00682549 -0.07021792 0.01105605 2.5
0.00672569 -0.06766053 0.01091656 2.5
0.00660574 -0.06511827 0.01072129 2.5
0.0065568 -0.06271505 0.01064429 2.5
0.00654468 -0.06038428 0.01059116 2.5
0.00656112 -0.05810123 0.01055839 2.5
0.00662106 -0.05585432 0.01054821 2.5
0.00666558 -0.05358352 0.01060338 2.5
0.00681878 -0.05136314 0.01069856 2.5
0.00702525 -0.04913026 0.01085482 2.5
0.00737557 -0.04700788 0.01115702 2.5
0.0075912 -0.04483655 0.01132864 2.5
0.00816004 -0.0422559 0.01176682 2.5
0.00830748 -0.04041548 0.01203018 2.5
0.00876772 -0.03822211 0.01269043 2.5
0.00928206 -0.0359978 0.0132914 2.5
0.01001787 -0.03325135 0.0141619 2.5
0.01052712 -0.03136515 0.01488275 2.5
0.01108961 -0.02900106 0.0158453 2.5
0.01228337 -0.0262951 0.01688363 2.5
0.01291906 -0.02425192 0.01795679 2.5
0.0142881 -0.02145342 0.01916306 2.5
0.01494507 -0.01901495 0.02011682 2.5
0.01618375 -0.01643706 0.02132354 2.5
0.01767156 -0.01443188 0.0231645 2.5
0.01862575 -0.01164211 0.02449737 2.5
0.01981183 -0.00893681 0.02608312 2.5
0.02141336 -0.00603333 0.02804764 2.5
0.02219344 -0.0037045 0.02973926 2.5
0.02336567 -0.00099479 0.03182282 2.5
0.02461425 0.00164317 0.03397458 2.5
0.02592599 0.00455006 0.03614105 2.5
0.02721276 0.0074406 0.03830443 2.5
0.02877873 0.01036385 0.04091647 2.5
0.03014257 0.01317828 0.04334145 2.5
0.03131585 0.01555256 0.04581316 2.5
0.03276106 0.01819357 0.04846387 2.5
0.03432356 0.02119049 0.05136296 2.5
0.03543107 0.02343464 0.05431112 2.5
0.03689625 0.02649879 0.05748348 2.5
0.03798869 0.02867343 0.06068018 2.5
0.03940779 0.03191149 0.06405138 2.5
0.04052941 0.03459906 0.06747544 2.5
